Order ID,Ship Mode,Ship Date,Order Date,Region,Estimated Delivery Date,Actual Delivery Date,Order Status,Duration (Days),Late (Days)
CA-2016-101742,Second Class,9/28/16,9/23/16,East,10/3/16,10/3/16,On-Time,10,0
CA-2015-134943,First Class,12/6/15,12/5/15,Central,12/10/15,12/10/15,On-Time,5,0
CA-2017-123022,Standard Class,9/8/17,9/3/17,West,9/10/17,9/12/17,Late,9,2
CA-2017-113208,Standard Class,4/2/17,3/26/17,Central,4/5/17,4/12/17,Late,17,7
CA-2014-154893,Standard Class,12/27/14,12/21/14,West,12/31/14,1/7/15,Late,17,7
CA-2014-147900,Standard Class,9/28/14,9/23/14,East,10/1/14,10/1/14,On-Time,8,0
CA-2017-106355,First Class,4/5/17,4/2/17,East,4/8/17,4/9/17,Late,7,1
CA-2016-127985,Second Class,4/5/16,4/1/16,South,4/8/16,4/8/16,On-Time,7,0
CA-2015-166604,Second Class,5/20/15,5/15/15,South,5/24/15,5/25/15,Late,10,1
CA-2017-120719,First Class,3/26/17,3/23/17,West,3/29/17,3/28/17,Early,5,0
CA-2017-127117,Standard Class,4/19/17,4/14/17,East,4/23/17,4/22/17,Early,8,0
CA-2015-104241,Standard Class,1/9/15,1/4/15,South,1/12/15,1/12/15,On-Time,8,0
CA-2017-168179,Standard Class,11/7/17,11/2/17,West,11/12/17,11/12/17,On-Time,10,0
CA-2017-142342,Second Class,7/19/17,7/17/17,West,7/22/17,7/22/17,On-Time,5,0
CA-2017-109099,Standard Class,10/11/17,10/6/17,East,10/14/17,10/16/17,Late,10,2
US-2014-134187,Standard Class,11/11/14,11/4/14,West,11/15/14,11/15/14,On-Time,11,0
CA-2016-145261,First Class,12/21/16,12/18/16,West,12/24/16,12/31/16,Late,13,7
CA-2016-108875,Standard Class,10/1/16,9/24/16,West,10/4/16,10/10/16,Late,16,6
CA-2016-141957,Same Day,7/21/16,7/21/16,East,7/23/16,7/23/16,On-Time,2,0
CA-2016-142405,Standard Class,6/15/16,6/11/16,West,6/19/16,6/18/16,Early,7,0
CA-2015-141012,Second Class,6/11/15,6/9/15,West,6/16/15,6/16/15,On-Time,7,0
CA-2017-127922,Standard Class,11/3/17,10/27/17,Central,11/7/17,11/13/17,Late,17,6
CA-2016-146318,Standard Class,1/27/16,1/22/16,West,2/1/16,2/7/16,Late,16,6
CA-2014-135993,Standard Class,6/2/14,5/28/14,West,6/4/14,6/4/14,On-Time,7,0
CA-2014-126802,Standard Class,1/5/15,12/29/14,Central,1/9/15,1/15/15,Late,17,6
CA-2016-143924,Standard Class,8/3/16,7/28/16,Central,8/8/16,8/8/16,On-Time,11,0
CA-2016-141551,Standard Class,9/30/16,9/24/16,Central,10/2/16,10/2/16,On-Time,8,0
CA-2014-164315,Standard Class,4/8/14,4/2/14,South,4/11/14,4/11/14,On-Time,9,0
CA-2015-131072,Same Day,11/5/15,11/5/15,West,11/8/15,11/8/15,On-Time,3,0
CA-2014-131541,Same Day,7/28/14,7/28/14,South,8/2/14,8/1/14,Early,4,0
CA-2015-119550,Standard Class,12/31/15,12/26/15,Central,1/4/16,1/3/16,Early,8,0
US-2015-138093,Standard Class,12/16/15,12/10/15,East,12/18/15,12/18/15,On-Time,8,0
CA-2016-126165,Second Class,5/7/16,5/5/16,West,5/10/16,5/10/16,On-Time,5,0
CA-2017-126123,Standard Class,10/18/17,10/14/17,Central,10/23/17,10/23/17,On-Time,9,0
CA-2016-143441,Same Day,11/5/16,11/5/16,Central,11/9/16,11/9/16,On-Time,4,0
CA-2017-148320,Standard Class,11/8/17,11/3/17,West,11/12/17,11/12/17,On-Time,9,0
CA-2016-125661,First Class,11/26/16,11/24/16,East,11/28/16,11/28/16,On-Time,4,0
US-2014-123519,Standard Class,12/21/14,12/14/14,East,12/24/14,12/29/14,Late,15,5
CA-2014-155593,Standard Class,11/8/14,11/3/14,East,11/10/14,11/9/14,Early,6,0
CA-2017-136000,Second Class,9/25/17,9/22/17,East,9/28/17,9/28/17,On-Time,6,0
US-2015-160857,Standard Class,5/15/15,5/8/15,East,5/17/15,5/17/15,On-Time,9,0
CA-2017-115805,Same Day,7/31/17,7/31/17,Central,8/5/17,8/5/17,On-Time,5,0
US-2014-143707,Standard Class,3/5/14,3/1/14,East,3/7/14,3/7/14,On-Time,6,0
CA-2017-116939,Standard Class,9/29/17,9/25/17,South,10/2/17,10/2/17,On-Time,7,0
CA-2015-124107,Second Class,10/12/15,10/9/15,Central,10/16/15,10/16/15,On-Time,7,0
CA-2017-126550,Second Class,4/2/17,3/29/17,Central,4/5/17,4/7/17,Late,9,2
CA-2015-138674,First Class,11/17/15,11/14/15,West,11/19/15,11/18/15,Early,4,0
CA-2016-165820,Standard Class,9/30/16,9/26/16,West,10/3/16,10/2/16,Early,6,0
CA-2014-103191,Standard Class,9/27/14,9/22/14,Central,9/29/14,9/29/14,On-Time,7,0
CA-2015-103933,First Class,9/27/15,9/25/15,East,9/30/15,9/30/15,On-Time,5,0
CA-2015-110548,Standard Class,5/8/15,5/4/15,Central,5/10/15,5/10/15,On-Time,6,0
CA-2017-117324,Standard Class,12/13/17,12/8/17,Central,12/16/17,12/16/17,On-Time,8,0
CA-2017-143574,First Class,7/2/17,6/29/17,East,7/6/17,7/11/17,Late,12,5
CA-2014-111773,Standard Class,7/3/14,6/29/14,East,7/6/14,7/6/14,On-Time,7,0
CA-2014-148614,Standard Class,1/25/14,1/20/14,West,1/29/14,1/29/14,On-Time,9,0
CA-2017-156139,Standard Class,1/6/17,12/31/16,West,1/8/17,1/8/17,On-Time,8,0
US-2017-147886,First Class,3/31/17,3/28/17,West,4/5/17,4/5/17,On-Time,8,0
CA-2016-113733,Standard Class,12/12/16,12/8/16,South,12/16/16,12/15/16,Early,7,0
CA-2017-104913,Standard Class,11/22/17,11/18/17,East,11/27/17,11/27/17,On-Time,9,0
CA-2014-145800,Standard Class,6/5/14,5/30/14,Central,6/8/14,6/12/14,Late,13,4
CA-2016-125850,Standard Class,1/28/16,1/22/16,West,1/31/16,1/31/16,On-Time,9,0
CA-2016-118514,Standard Class,2/10/16,2/3/16,South,2/15/16,2/18/16,Late,15,3
CA-2015-150749,Second Class,4/3/15,3/29/15,South,4/6/15,4/6/15,On-Time,8,0
CA-2014-163748,Standard Class,10/18/14,10/14/14,Central,10/22/14,10/21/14,Early,7,0
CA-2015-119634,Standard Class,8/16/15,8/11/15,South,8/21/15,8/20/15,Early,9,0
CA-2015-149300,First Class,11/23/15,11/22/15,South,11/27/15,11/25/15,Early,3,0
US-2016-111528,Same Day,12/30/16,12/30/16,West,1/3/17,1/9/17,Late,10,6
CA-2017-158169,First Class,8/15/17,8/12/17,West,8/19/17,8/19/17,On-Time,7,0
CA-2015-162047,First Class,11/5/15,11/3/15,East,11/10/15,11/8/15,Early,5,0
CA-2015-117772,Second Class,9/12/15,9/10/15,West,9/14/15,9/13/15,Early,3,0
US-2014-126340,Standard Class,11/14/14,11/8/14,West,11/18/14,11/23/14,Late,15,5
CA-2016-149685,Standard Class,10/15/16,10/8/16,Central,10/18/16,10/16/16,Early,8,0
CA-2017-126396,Second Class,9/12/17,9/8/17,Central,9/14/17,9/14/17,On-Time,6,0
CA-2015-154900,Standard Class,3/1/15,2/25/15,East,3/5/15,3/5/15,On-Time,8,0
CA-2015-103835,Standard Class,9/28/15,9/24/15,West,9/30/15,10/5/15,Late,11,5
CA-2015-158939,Standard Class,12/1/15,11/26/15,Central,12/4/15,12/3/15,Early,7,0
CA-2016-117408,Standard Class,9/6/16,8/31/16,Central,9/9/16,9/8/16,Early,8,0
CA-2016-142398,Standard Class,4/16/16,4/12/16,West,4/18/16,4/16/16,Early,4,0
CA-2016-105277,Standard Class,12/8/16,12/4/16,East,12/12/16,12/15/16,Late,11,3
CA-2016-112060,Standard Class,12/9/16,12/4/16,West,12/11/16,12/11/16,On-Time,7,0
CA-2014-105270,Standard Class,11/18/14,11/11/14,West,11/22/14,11/22/14,On-Time,11,0
US-2015-159513,Standard Class,4/9/15,4/2/15,West,4/14/15,4/13/15,Early,11,0
CA-2015-155586,Second Class,12/16/15,12/12/15,West,12/21/15,12/21/15,On-Time,9,0
CA-2017-141117,Standard Class,10/8/17,10/2/17,West,10/13/17,10/19/17,Late,17,6
CA-2017-115070,Second Class,4/14/17,4/10/17,South,4/16/17,4/21/17,Late,11,5
CA-2017-140186,First Class,10/2/17,9/29/17,West,10/6/17,10/7/17,Late,8,1
CA-2014-124856,Second Class,10/3/14,9/29/14,East,10/6/14,10/12/14,Late,13,6
CA-2014-166716,Second Class,8/25/14,8/20/14,Central,8/29/14,8/29/14,On-Time,9,0
CA-2014-123225,First Class,7/14/14,7/11/14,Central,7/18/14,7/18/14,On-Time,7,0
CA-2015-163440,First Class,3/24/15,3/22/15,West,3/27/15,3/27/15,On-Time,5,0
US-2017-106796,Standard Class,5/19/17,5/12/17,East,5/21/17,5/28/17,Late,16,7
CA-2017-113873,Standard Class,11/19/17,11/13/17,Central,11/21/17,11/21/17,On-Time,8,0
CA-2016-149783,Second Class,9/7/16,9/4/16,South,9/10/16,9/10/16,On-Time,6,0
CA-2016-125017,Standard Class,2/11/16,2/6/16,South,2/14/16,2/14/16,On-Time,8,0
US-2015-163279,Standard Class,3/26/15,3/22/15,West,3/28/15,3/28/15,On-Time,6,0
CA-2015-150196,First Class,7/3/15,7/2/15,East,7/7/15,7/5/15,Early,3,0
US-2015-106495,First Class,6/17/15,6/15/15,South,6/22/15,6/20/15,Early,5,0
CA-2014-124730,Same Day,11/26/14,11/26/14,East,11/30/14,11/30/14,On-Time,4,0
CA-2017-117632,Standard Class,5/18/17,5/12/17,West,5/21/17,5/19/17,Early,7,0
CA-2014-115056,Same Day,5/2/14,5/2/14,East,5/6/14,5/6/14,On-Time,4,0
CA-2017-161067,Second Class,9/6/17,9/3/17,East,9/9/17,9/7/17,Early,4,0
CA-2016-122063,Standard Class,12/7/16,12/3/16,Central,12/11/16,12/9/16,Early,6,0
CA-2015-111206,Standard Class,7/22/15,7/18/15,West,7/27/15,7/25/15,Early,7,0
CA-2016-142895,Standard Class,7/26/16,7/21/16,South,7/29/16,7/27/16,Early,6,0
CA-2015-101868,Standard Class,6/16/15,6/9/15,South,6/20/15,6/20/15,On-Time,11,0
CA-2017-133207,Standard Class,12/3/17,11/27/17,West,12/8/17,12/8/17,On-Time,11,0
CA-2015-132948,Standard Class,4/3/15,3/27/15,West,4/8/15,4/14/15,Late,18,6
CA-2015-134992,Second Class,9/26/15,9/22/15,South,10/1/15,10/6/15,Late,14,5
CA-2015-126725,Standard Class,11/21/15,11/17/15,West,11/25/15,11/25/15,On-Time,8,0
CA-2015-121783,Standard Class,11/14/15,11/10/15,Central,11/16/15,11/15/15,Early,5,0
US-2014-138835,Standard Class,9/14/14,9/10/14,South,9/19/14,9/19/14,On-Time,9,0
CA-2015-112214,Standard Class,8/11/15,8/5/15,Central,8/15/15,8/14/15,Early,9,0
US-2017-153255,Second Class,9/7/17,9/3/17,West,9/12/17,9/12/17,On-Time,9,0
CA-2015-108119,Standard Class,11/8/15,11/1/15,South,11/13/15,11/13/15,On-Time,12,0
CA-2015-157434,Second Class,5/4/15,4/29/15,East,5/6/15,5/4/15,Early,5,0
CA-2016-101525,Second Class,5/4/16,5/1/16,South,5/8/16,5/13/16,Late,12,5
US-2014-117968,Second Class,8/7/14,8/5/14,East,8/12/14,8/12/14,On-Time,7,0
CA-2016-158211,Standard Class,1/8/16,1/4/16,East,1/13/16,1/11/16,Early,7,0
CA-2016-152247,Standard Class,11/12/16,11/7/16,West,11/17/16,11/17/16,On-Time,10,0
CA-2016-128223,Same Day,6/14/16,6/14/16,West,6/17/16,6/15/16,Early,1,0
CA-2016-154235,Standard Class,9/28/16,9/24/16,Central,10/3/16,10/3/16,On-Time,9,0
CA-2017-129910,Standard Class,4/3/17,3/30/17,South,4/7/17,4/11/17,Late,12,4
CA-2017-133095,Same Day,6/4/17,6/4/17,South,6/7/17,6/6/17,Early,2,0
CA-2015-130554,First Class,4/9/15,4/7/15,East,4/13/15,4/11/15,Early,4,0
CA-2014-152443,Standard Class,5/26/14,5/21/14,East,5/31/14,6/3/14,Late,13,3
CA-2016-133319,Standard Class,9/11/16,9/5/16,East,9/13/16,9/19/16,Late,14,6
CA-2016-133935,Standard Class,9/22/16,9/18/16,West,9/26/16,9/26/16,On-Time,8,0
CA-2016-136301,Second Class,3/15/16,3/13/16,West,3/20/16,3/20/16,On-Time,7,0
US-2014-109456,Same Day,10/17/14,10/16/14,West,10/20/14,10/20/14,On-Time,4,0
CA-2017-151596,First Class,10/11/17,10/8/17,East,10/13/17,10/13/17,On-Time,5,0
CA-2015-147879,Standard Class,5/12/15,5/7/15,South,5/16/15,5/14/15,Early,7,0
CA-2016-166625,First Class,4/17/16,4/14/16,East,4/22/16,4/20/16,Early,6,0
CA-2016-146157,Standard Class,11/26/16,11/21/16,Central,12/1/16,11/30/16,Early,9,0
CA-2017-159954,Standard Class,9/14/17,9/10/17,South,9/18/17,9/18/17,On-Time,8,0
CA-2017-100825,Standard Class,9/14/17,9/9/17,West,9/16/17,9/16/17,On-Time,7,0
CA-2014-168305,Standard Class,11/8/14,11/1/14,West,11/13/14,11/11/14,Early,10,0
CA-2016-167682,Standard Class,4/9/16,4/3/16,Central,4/13/16,4/13/16,On-Time,10,0
CA-2017-108000,Standard Class,1/16/17,1/12/17,West,1/20/17,1/20/17,On-Time,8,0
CA-2015-146465,Standard Class,11/24/15,11/20/15,West,11/29/15,11/29/15,On-Time,9,0
CA-2016-159639,Standard Class,12/2/16,11/27/16,East,12/7/16,12/7/16,On-Time,10,0
US-2017-153948,Same Day,11/6/17,11/6/17,West,11/9/17,11/7/17,Early,1,0
US-2016-113985,Standard Class,12/7/16,12/2/16,West,12/10/16,12/10/16,On-Time,8,0
CA-2016-155383,Standard Class,12/22/16,12/17/16,West,12/27/16,12/27/16,On-Time,10,0
CA-2014-120432,Second Class,8/26/14,8/24/14,South,8/29/14,8/28/14,Early,4,0
US-2015-126977,Standard Class,9/23/15,9/17/15,East,9/26/15,10/3/15,Late,16,7
CA-2016-130288,Second Class,11/30/16,11/26/16,East,12/5/16,12/5/16,On-Time,9,0
CA-2017-146458,Second Class,11/22/17,11/19/17,South,11/24/17,11/26/17,Late,7,2
CA-2017-150420,Standard Class,6/8/17,6/3/17,West,6/10/17,6/8/17,Early,5,0
US-2014-118997,Standard Class,4/12/14,4/8/14,South,4/15/14,4/15/14,On-Time,7,0
CA-2014-114314,Standard Class,10/15/14,10/11/14,South,10/18/14,10/17/14,Early,6,0
US-2017-169551,First Class,7/9/17,7/7/17,East,7/13/17,7/13/17,On-Time,6,0
CA-2016-103107,Same Day,7/4/16,7/4/16,West,7/6/16,7/6/16,On-Time,2,0
CA-2017-122077,Standard Class,5/25/17,5/19/17,Central,5/28/17,5/28/17,On-Time,9,0
CA-2017-112431,Second Class,10/14/17,10/12/17,West,10/18/17,10/18/17,On-Time,6,0
CA-2016-151092,Standard Class,8/13/16,8/6/16,West,8/18/16,8/25/16,Late,19,7
CA-2014-104178,Standard Class,8/29/14,8/25/14,West,9/2/14,9/2/14,On-Time,8,0
CA-2015-115924,Second Class,9/18/15,9/14/15,Central,9/20/15,9/26/15,Late,12,6
CA-2017-161046,Same Day,3/5/17,3/5/17,South,3/7/17,3/7/17,On-Time,2,0
US-2017-141698,Standard Class,4/21/17,4/15/17,Central,4/24/17,4/24/17,On-Time,9,0
US-2014-105151,First Class,3/31/14,3/30/14,East,4/3/14,4/1/14,Early,2,0
CA-2014-155796,Second Class,11/15/14,11/11/14,East,11/20/14,11/20/14,On-Time,9,0
CA-2016-127138,Second Class,3/15/16,3/12/16,West,3/18/16,3/21/16,Late,9,3
CA-2017-150602,Second Class,2/14/17,2/9/17,West,2/16/17,2/16/17,On-Time,7,0
CA-2014-140732,Second Class,11/13/14,11/11/14,West,11/16/14,11/16/14,On-Time,5,0
CA-2017-119011,Standard Class,8/25/17,8/20/17,West,8/27/17,8/31/17,Late,11,4
CA-2016-166912,First Class,1/17/16,1/15/16,East,1/22/16,1/20/16,Early,5,0
CA-2014-141726,First Class,7/22/14,7/20/14,West,7/27/14,7/27/14,On-Time,7,0
CA-2017-115105,Standard Class,2/11/17,2/6/17,East,2/14/17,2/14/17,On-Time,8,0
CA-2015-143980,Standard Class,12/29/15,12/25/15,East,12/31/15,1/6/16,Late,12,6
CA-2016-135636,Standard Class,10/13/16,10/8/16,South,10/15/16,10/21/16,Late,13,6
CA-2017-102155,Standard Class,7/17/17,7/13/17,Central,7/21/17,7/21/17,On-Time,8,0
CA-2017-116953,First Class,4/25/17,4/24/17,West,4/30/17,4/30/17,On-Time,6,0
CA-2014-117765,Standard Class,9/13/14,9/7/14,Central,9/15/14,9/15/14,On-Time,8,0
CA-2016-114895,Standard Class,11/28/16,11/21/16,East,12/2/16,12/2/16,On-Time,11,0
CA-2017-112984,Second Class,9/18/17,9/16/17,East,9/20/17,9/21/17,Late,5,1
CA-2016-163776,Standard Class,7/25/16,7/19/16,South,7/28/16,7/28/16,On-Time,9,0
US-2017-163300,Standard Class,9/21/17,9/15/17,West,9/26/17,9/26/17,On-Time,11,0
CA-2016-162187,Same Day,12/11/16,12/11/16,East,12/14/16,12/14/16,On-Time,3,0
US-2014-112991,Standard Class,12/14/14,12/10/14,West,12/19/14,12/19/14,On-Time,9,0
CA-2014-124079,Standard Class,12/17/14,12/13/14,West,12/19/14,12/19/14,On-Time,6,0
US-2017-146878,Standard Class,9/27/17,9/21/17,South,9/30/17,9/30/17,On-Time,9,0
CA-2017-107244,Standard Class,9/11/17,9/7/17,West,9/14/17,9/14/17,On-Time,7,0
CA-2015-100657,Standard Class,11/7/15,11/2/15,East,11/11/15,11/11/15,On-Time,9,0
CA-2017-129581,Standard Class,12/18/17,12/11/17,East,12/23/17,12/23/17,On-Time,12,0
CA-2017-129028,First Class,4/3/17,4/1/17,South,4/8/17,4/15/17,Late,14,7
CA-2015-135580,Standard Class,1/3/16,12/30/15,West,1/7/16,1/7/16,On-Time,8,0
CA-2016-159016,First Class,3/11/16,3/10/16,West,3/14/16,3/18/16,Late,8,4
CA-2014-102652,Standard Class,4/12/14,4/6/14,West,4/14/14,4/14/14,On-Time,8,0
CA-2014-152422,Second Class,10/10/14,10/5/14,East,10/14/14,10/14/14,On-Time,9,0
US-2016-156692,Same Day,8/13/16,8/13/16,South,8/18/16,8/18/16,On-Time,5,0
CA-2014-130869,Standard Class,11/21/14,11/17/14,Central,11/24/14,11/24/14,On-Time,7,0
US-2017-128832,First Class,4/27/17,4/24/17,East,5/1/17,4/30/17,Early,6,0
CA-2017-139717,Second Class,8/26/17,8/24/17,East,8/31/17,8/31/17,On-Time,7,0
CA-2017-136007,Standard Class,3/2/17,2/23/17,West,3/7/17,3/7/17,On-Time,12,0
CA-2016-157364,First Class,11/21/16,11/19/16,South,11/24/16,11/24/16,On-Time,5,0
US-2016-112970,First Class,11/15/16,11/14/16,West,11/20/16,11/20/16,On-Time,6,0
US-2017-152492,Same Day,7/6/17,7/6/17,South,7/11/17,7/11/17,On-Time,5,0
CA-2016-101168,Standard Class,1/1/17,12/25/16,East,1/5/17,1/7/17,Late,13,2
CA-2017-104010,First Class,4/25/17,4/23/17,East,4/27/17,4/27/17,On-Time,4,0
CA-2015-130253,Standard Class,12/18/15,12/14/15,West,12/22/15,12/28/15,Late,14,6
US-2015-155369,Standard Class,4/25/15,4/19/15,Central,4/30/15,4/29/15,Early,10,0
CA-2016-131205,Standard Class,9/8/16,9/4/16,South,9/13/16,9/12/16,Early,8,0
CA-2017-122364,Standard Class,9/29/17,9/24/17,West,10/2/17,10/4/17,Late,10,2
CA-2016-117912,Standard Class,2/8/16,2/4/16,West,2/12/16,2/12/16,On-Time,8,0
CA-2017-145702,Second Class,5/24/17,5/19/17,South,5/28/17,5/26/17,Early,7,0
CA-2015-113215,Standard Class,9/8/15,9/3/15,West,9/13/15,9/13/15,On-Time,10,0
CA-2016-154662,Standard Class,6/16/16,6/9/16,Central,6/20/16,6/19/16,Early,10,0
CA-2015-105571,Standard Class,11/11/15,11/7/15,South,11/15/15,11/15/15,On-Time,8,0
CA-2016-152765,First Class,6/18/16,6/15/16,Central,6/22/16,6/22/16,On-Time,7,0
CA-2015-153878,Standard Class,4/30/15,4/25/15,Central,5/3/15,5/3/15,On-Time,8,0
CA-2016-124016,Second Class,9/26/16,9/23/16,East,9/29/16,10/4/16,Late,11,5
CA-2016-113551,First Class,8/20/16,8/18/16,Central,8/25/16,8/25/16,On-Time,7,0
CA-2014-107524,Standard Class,3/8/14,3/2/14,East,3/12/14,3/17/14,Late,15,5
CA-2014-138072,Standard Class,1/3/15,12/30/14,East,1/6/15,1/6/15,On-Time,7,0
CA-2015-134201,Standard Class,4/16/15,4/10/15,East,4/19/15,4/20/15,Late,10,1
CA-2015-111780,Second Class,12/30/15,12/25/15,West,1/2/16,1/2/16,On-Time,8,0
CA-2015-119942,First Class,4/7/15,4/5/15,East,4/12/15,4/16/15,Late,11,4
CA-2015-151547,Standard Class,1/23/15,1/17/15,South,1/28/15,1/28/15,On-Time,11,0
CA-2017-166695,Standard Class,5/24/17,5/20/17,West,5/27/17,5/25/17,Early,5,0
CA-2017-167542,Standard Class,8/20/17,8/13/17,East,8/25/17,8/26/17,Late,13,1
CA-2015-120901,Standard Class,1/4/16,12/31/15,Central,1/8/16,1/6/16,Early,6,0
CA-2017-121398,Standard Class,12/29/17,12/25/17,West,1/2/18,1/5/18,Late,11,3
CA-2016-151561,Standard Class,9/7/16,9/1/16,East,9/11/16,9/10/16,Early,9,0
CA-2017-154676,First Class,8/8/17,8/5/17,Central,8/13/17,8/13/17,On-Time,8,0
US-2014-165589,Same Day,2/18/14,2/18/14,Central,2/20/14,2/20/14,On-Time,2,0
US-2016-132577,Standard Class,11/27/16,11/22/16,Central,11/29/16,11/29/16,On-Time,7,0
CA-2015-114048,Standard Class,12/18/15,12/14/15,West,12/22/15,12/22/15,On-Time,8,0
CA-2015-137281,Standard Class,6/17/15,6/13/15,South,6/20/15,6/20/15,On-Time,7,0
US-2017-162068,Second Class,12/31/17,12/28/17,West,1/3/18,1/7/18,Late,10,4
CA-2017-100111,Standard Class,9/26/17,9/20/17,East,9/28/17,9/28/17,On-Time,8,0
US-2017-132381,First Class,8/24/17,8/22/17,East,8/29/17,8/31/17,Late,9,2
CA-2015-147011,Standard Class,6/22/15,6/18/15,South,6/27/15,6/27/15,On-Time,9,0
CA-2014-120852,Standard Class,12/25/14,12/20/14,Central,12/28/14,12/27/14,Early,7,0
CA-2016-150007,Standard Class,9/16/16,9/11/16,Central,9/21/16,9/21/16,On-Time,10,0
CA-2016-124590,Standard Class,11/16/16,11/12/16,East,11/19/16,11/22/16,Late,10,3
CA-2016-133802,Standard Class,3/20/16,3/14/16,West,3/25/16,3/25/16,On-Time,11,0
US-2016-113677,Standard Class,11/19/16,11/13/16,East,11/21/16,11/21/16,On-Time,8,0
CA-2017-143378,Standard Class,9/25/17,9/19/17,West,9/28/17,9/28/17,On-Time,9,0
CA-2017-152660,Standard Class,12/9/17,12/4/17,Central,12/14/17,12/14/17,On-Time,10,0
CA-2015-142139,Standard Class,9/5/15,8/31/15,Central,9/7/15,9/7/15,On-Time,7,0
CA-2017-145772,Standard Class,6/7/17,6/3/17,West,6/10/17,6/17/17,Late,14,7
CA-2016-124100,Standard Class,4/6/16,3/31/16,East,4/11/16,4/17/16,Late,17,6
US-2014-158400,First Class,10/28/14,10/25/14,West,10/30/14,11/1/14,Late,7,2
CA-2017-162033,Standard Class,4/2/17,3/26/17,South,4/5/17,4/5/17,On-Time,10,0
CA-2014-163447,Standard Class,12/31/14,12/27/14,East,1/4/15,1/4/15,On-Time,8,0
CA-2017-145737,Standard Class,9/20/17,9/15/17,South,9/24/17,9/24/17,On-Time,9,0
CA-2016-148096,First Class,8/19/16,8/16/16,West,8/21/16,8/28/16,Late,12,7
CA-2016-146766,Same Day,11/4/16,11/4/16,West,11/7/16,11/7/16,On-Time,3,0
CA-2015-105613,Standard Class,10/22/15,10/18/15,Central,10/27/15,10/26/15,Early,8,0
US-2016-142251,Second Class,11/4/16,10/31/16,South,11/7/16,11/5/16,Early,5,0
CA-2014-131247,Standard Class,4/4/14,3/30/14,West,4/9/14,4/9/14,On-Time,10,0
US-2015-113593,First Class,4/20/15,4/18/15,West,4/23/15,4/22/15,Early,4,0
CA-2017-121083,Standard Class,7/15/17,7/9/17,East,7/17/17,7/15/17,Early,6,0
CA-2017-151190,Standard Class,7/1/17,6/27/17,Central,7/5/17,7/5/17,On-Time,8,0
CA-2014-133543,Standard Class,12/26/14,12/22/14,West,12/30/14,12/30/14,On-Time,8,0
CA-2017-105130,Standard Class,11/25/17,11/21/17,West,11/27/17,11/27/17,On-Time,6,0
CA-2016-161928,Second Class,6/29/16,6/27/16,West,7/4/16,7/4/16,On-Time,7,0
CA-2017-101322,First Class,12/31/17,12/28/17,West,1/3/18,1/1/18,Early,4,0
US-2016-106600,First Class,4/11/16,4/8/16,South,4/16/16,4/23/16,Late,15,7
CA-2014-111871,Second Class,3/21/14,3/18/14,West,3/25/14,3/24/14,Early,6,0
CA-2017-139437,Standard Class,7/8/17,7/3/17,West,7/11/17,7/11/17,On-Time,8,0
CA-2017-151484,First Class,4/23/17,4/20/17,East,4/27/17,5/2/17,Late,12,5
CA-2016-104150,Second Class,8/5/16,8/3/16,Central,8/10/16,8/8/16,Early,5,0
CA-2016-161025,Standard Class,12/9/16,12/3/16,West,12/11/16,12/11/16,On-Time,8,0
CA-2014-103989,First Class,3/21/14,3/19/14,South,3/26/14,4/1/14,Late,13,6
CA-2015-142433,Standard Class,4/25/15,4/20/15,Central,4/29/15,4/29/15,On-Time,9,0
CA-2015-132815,Second Class,9/22/15,9/19/15,West,9/27/15,9/27/15,On-Time,8,0
CA-2014-101266,Second Class,8/30/14,8/27/14,South,9/4/14,9/7/14,Late,11,3
CA-2016-141523,Second Class,12/24/16,12/19/16,East,12/26/16,1/1/17,Late,13,6
US-2014-106299,Standard Class,8/8/14,8/2/14,Central,8/13/14,8/13/14,On-Time,11,0
CA-2015-158421,Standard Class,9/26/15,9/21/15,South,9/28/15,9/28/15,On-Time,7,0
CA-2016-143609,First Class,12/13/16,12/11/16,West,12/16/16,12/16/16,On-Time,5,0
CA-2015-138331,Standard Class,8/12/15,8/7/15,East,8/17/15,8/17/15,On-Time,10,0
CA-2015-138954,First Class,11/17/15,11/15/15,East,11/19/15,11/19/15,On-Time,4,0
CA-2017-157903,Standard Class,4/8/17,4/4/17,Central,4/12/17,4/12/17,On-Time,8,0
CA-2016-157259,Standard Class,12/28/16,12/24/16,East,12/30/16,12/30/16,On-Time,6,0
CA-2017-107986,Same Day,12/13/17,12/13/17,West,12/17/17,12/17/17,On-Time,4,0
CA-2017-104927,Standard Class,12/26/17,12/22/17,Central,12/31/17,12/31/17,On-Time,9,0
CA-2017-113453,Standard Class,10/28/17,10/21/17,East,11/1/17,11/1/17,On-Time,11,0
CA-2015-149909,Standard Class,11/17/15,11/13/15,Central,11/21/15,11/25/15,Late,12,4
CA-2015-146675,Standard Class,4/20/15,4/16/15,Central,4/22/15,4/28/15,Late,12,6
CA-2016-118332,Standard Class,12/23/16,12/16/16,West,12/28/16,12/28/16,On-Time,12,0
CA-2016-133669,Standard Class,10/27/16,10/21/16,East,11/1/16,11/1/16,On-Time,11,0
CA-2017-145660,First Class,12/3/17,12/1/17,East,12/5/17,12/5/17,On-Time,4,0
CA-2016-133697,Second Class,10/24/16,10/20/16,Central,10/29/16,10/27/16,Early,7,0
CA-2017-148138,Standard Class,10/3/17,9/29/17,East,10/6/17,10/6/17,On-Time,7,0
